childId,childName,parentId,parentName
13431,"Tivoli, Rocca Pia",107,"cities, towns, villages (non-UK)"
716,characters,55,literature and fiction
10140,Alice,716,characters
10141,"Carroll, Lewis, 'Alice's Adventures in Wonderland'",58,literature (not Shakespeare)
656,holding hands,177,actions: expressive
482,Latin text,166,inscriptions
10936,"book, Scott, Walter, and Turner, J.M.W., 'Provincial Antiquities of Scotland'",174,"reading, writing, printed matter"
7101,Leith,115,"UK cities, towns and villages"
1535,sunset,75,times of the day
9079,Cochem - non-specific,107,"cities, towns, villages (non-UK)"
13718,"Haverfordwest, Haverfordwest Castle",115,"UK cities, towns and villages"
1829,Pembrokeshire,114,UK counties
5333,"boat, punt",161,transport: water
5154,paper,174,"reading, writing, printed matter"
1104,fence,28,"townscapes, man-made features"
1524,yard,28,"townscapes, man-made features"
5157,faith - Job,163,emotional states and conditions
4593,head in hand/hands,92,actions: postures and motions
8101,oppression - Job,8024,society
5549,"France, German Occupation, 1940-4",37,military: World War II
1340,Job,135,Bible: Old Testament
1271,Paris - non-specific,107,"cities, towns, villages (non-UK)"
2018,religious,166,inscriptions
2576,stool,82,furnishings
2076,jug,170,vessels and containers
2288,towel,88,clothing and personal effects
517,washing,175,actions: processes and functions
16246,"Western European Campaign, 1944-5",37,military: World War II
16459,Bergsche Maas,111,natural features (non-UK)
13389,flood,77,weather
16458,jeep,160,transport: land
8694,tank,160,transport: land
11842,"Chaucer, Geoffrey, 'Canterbury Tales: The Physician's Tale'",58,literature (not Shakespeare)
11845,silhouette,6729,formal qualities
8232,Ilfracombe - non-specific,115,"UK cities, towns and villages"
5656,shipwreck,161,transport: water
13665,Crèvecoeur,8407,man-made landmarks (non-UK)
5922,River Meuse,111,natural features (non-UK)
13632,Bouvignes,107,"cities, towns, villages (non-UK)"
13410,"Dinant, Church of Notre-Dame",107,"cities, towns, villages (non-UK)"
13411,"Dinant, Citadel",107,"cities, towns, villages (non-UK)"
5541,River Avon,112,UK natural features
7234,Bristol,114,UK counties
7594,"Bristol, Hot Wells",115,"UK cities, towns and villages"
17154,"disaster: wreck of 'Royal George', Aug 1782",38,politics and society
3422,Solent,112,UK natural features
17155,"ship, warship, 'HMS Royal George'",161,transport: water
17737,"Warhol, Andy, print",10639,"fine art and design, named works"
18817,"exhibition: 'Andy Warhol', Artcurial, Centre d'Art Plastique Contemporain, Paris, 1980",18725,arts
18130,"Paris, Avenue Matignon 9, Artcurial Centre d'art Plastqiue Contemporain",107,"cities, towns, villages (non-UK)"
2986,singer,118,arts and entertainment
5308,"Jagger, Mick",102,named individuals
499,name of artist,166,inscriptions
6928,advertising,6927,lifestyle and culture
8424,pop music,6927,lifestyle and culture
1635,bench,82,furnishings
6924,mother and child,6904,family
6904,family,145,society
946,watermill,19,industrial
2751,Netherlands,108,countries and continents
12275,Schiedam,107,"cities, towns, villages (non-UK)"
1215,arms folded,92,actions: postures and motions
535,urn,17,features
3200,artifice,30,universal concepts
10751,"Abrahams, Ivor, sculpture, 'Stone Bench'",10639,"fine art and design, named works"
6749,symmetry,6729,formal qualities
5785,"Windsor, Windsor Castle",115,"UK cities, towns and villages"
1532,Berkshire,114,UK counties
4277,estate,71,landscape
8255,Stirling,114,UK counties
2387,Brighton - non-specific,115,"UK cities, towns and villages"
8577,texture,6729,formal qualities
9067,"Coblenz, Ehrenbreitstein",107,"cities, towns, villages (non-UK)"
10225,"Abbeville, St Vulfran's Church",107,"cities, towns, villages (non-UK)"
5712,"Earles, Bobby",102,named individuals
4507,hand/hands on hip,92,actions: postures and motions
839,couch,82,furnishings
844,rug,82,furnishings
3545,vulnerability,31,emotions and human qualities
65,animals: fish and aquatic life,60,nature
1270,restaurant,43,places of entertainment
7458,yoke,79,"agriculture, gardening & fishing"
1876,fish,65,animals: fish and aquatic life
9037,Château de Chillon,8407,man-made landmarks (non-UK)
624,mural,80,fine arts and music
6644,sunbeam,77,weather
4300,fish tank,287,miscellaneous
7923,Lake Geneva,111,natural features (non-UK)
5977,Mont Blanc,111,natural features (non-UK)
2220,fondue pot,84,kitchen
7089,Tivoli - non-specific,107,"cities, towns, villages (non-UK)"
10291,"Saumur, Pont de la Croix-Verte",107,"cities, towns, villages (non-UK)"
5512,fishing rod,79,"agriculture, gardening & fishing"
54,sport,47,leisure and pastimes
2280,fishing,54,sport
149,"education, science and learning",145,society
29721,"Wale, Samuel",102,named individuals
1982,notes and diagrams,166,inscriptions
621,mathematics,149,"education, science and learning"
121,educational and scientific,116,work and occupations
12609,education,149,"education, science and learning"
3156,teacher,121,educational and scientific
7890,baths,24,public and municipal
13174,"Siena, Fonte Branda",107,"cities, towns, villages (non-UK)"
13163,"Siena, San Domenico",107,"cities, towns, villages (non-UK)"
3606,well,28,"townscapes, man-made features"
8925,Vevey,107,"cities, towns, villages (non-UK)"
9222,"Roslin, Roslin Castle",115,"UK cities, towns and villages"
8181,Midlothian,114,UK counties
1709,scythe,79,"agriculture, gardening & fishing"
2837,harvesting,117,agriculture and fishing
12695,"Digby, Kenelm, Sir, 'The Broad Stone of Honour'",58,literature (not Shakespeare)
1207,"boat, barge",161,transport: water
2992,"Brontë, Emily, 'Wuthering Heights'",58,literature (not Shakespeare)
2993,Catherine Earnshaw,716,characters
2994,Heathcliff,716,characters
2653,recoiling,177,actions: expressive
1394,Hell,110,"mythical, religious, fictional"
884,ice,77,weather
110,"mythical, religious, fictional",106,places
1356,Dante,716,characters
1357,Virgil,716,characters
828,pollution,158,social comment
18018,banality,30,universal concepts
2545,beauty,30,universal concepts
4048,contrast,30,universal concepts
466,bush,72,plants and flowers
927,book - non-specific,174,"reading, writing, printed matter"
1460,chrysanthemum,72,plants and flowers
1168,"Covent Garden, Market",9301,UK London
6403,"Covent Garden, Piazza",9301,UK London
5014,signage,28,"townscapes, man-made features"
1787,torture,158,social comment
44,public and municipal,40,interiors
18341,"Bergés, Jorge, Dr",102,named individuals
5739,martyr,5731,universal religious imagery
18023,beam,17,features
2828,doctor,127,medical
2204,prison,44,public and municipal
18274,instrument of torture - non specific,86,tools and machinery
127,medical,116,work and occupations
4831,card game,52,recreational activities
4727,Roman Catholicism,133,Judaeo-Christian imagery
18340,"Luyken, Jan, print",10639,"fine art and design, named works"
18339,"Luyken, Jan, 'Religious Persecutions'",58,literature (not Shakespeare)
8420,prisoner,147,crime and punishment
10217,torture,147,crime and punishment
5779,rigging,161,transport: water
2182,sail,161,transport: water
726,crouching,92,actions: postures and motions
5850,chapel,25,religious
9153,Morecambe Bay,112,UK natural features
12534,Witherslack,115,"UK cities, towns and villages"
5054,feeding,61,animals: actions
1170,"Rossetti, Dante Gabriel",102,named individuals
1214,wombat,67,animals: mammals
4737,"Bamburgh, Bamburgh Castle",115,"UK cities, towns and villages"
4281,Bacchante,141,classical myths: gods and heroes
3922,Eros / Cupid,141,classical myths: gods and heroes
3355,axe,86,tools and machinery
257,saw,86,tools and machinery
686,woodman,117,agriculture and fishing
5920,society: black history,38,politics and society
1303,colonialism,158,social comment
1171,race,158,social comment
3991,slavery,158,social comment
22100,"flag, Comoros",169,religious and ceremonial
8688,"boat, raft",161,transport: water
8920,sandbank,76,water: inland
8921,Melun,107,"cities, towns, villages (non-UK)"
2090,wallpaper,82,furnishings
8625,Roman numeral,166,inscriptions
9985,arrow,166,inscriptions
2033,attacking,177,actions: expressive
1130,bull,67,animals: mammals
6357,bullfighting,54,sport
15590,"music: Ives, Charles",10058,"film, music and ballet"
10058,"film, music and ballet",55,literature and fiction
13021,musical analogy,6927,lifestyle and culture
19580,"Ramsgate, Ramsgate Harbour",115,"UK cities, towns and villages"
3875,Pan,141,classical myths: gods and heroes
630,feather,64,animals: features
142,classical myths: creatures,132,religion and belief
4856,cockerel,62,animals: birds
3874,satyr,142,classical myths: creatures
6207,York,114,UK counties
10482,York - non-specific,115,"UK cities, towns and villages"
9117,Lyme Regis,115,"UK cities, towns and villages"
9794,Ostend,107,"cities, towns, villages (non-UK)"
9414,bison,67,animals: mammals
4116,name,166,inscriptions
2025,arrow,90,weapons
10051,"philosophy, Feuerbach",149,"education, science and learning"
15041,Gulf of Trieste,111,natural features (non-UK)
3751,Edinburgh - non-specific,115,"UK cities, towns and villages"
12262,Calton Hill,112,UK natural features
3879,Capua,107,"cities, towns, villages (non-UK)"
7435,Rotterdam - non-specific,107,"cities, towns, villages (non-UK)"
8281,Swansea,114,UK counties
9803,Swansea - non-specific,115,"UK cities, towns and villages"
26034,"Book, Coltman, Nathan, 'The British Itinery'",174,"reading, writing, printed matter"
21827,list,166,inscriptions
14203,"Coutances, Coutances Cathedral",107,"cities, towns, villages (non-UK)"
5947,River Danube,111,natural features (non-UK)
13854,Melk Abbey,8407,man-made landmarks (non-UK)
15327,Weitenegg Castle,8407,man-made landmarks (non-UK)
10706,"Titian, painting, 'The Entombment of Christ''",10639,"fine art and design, named works"
15514,Taymouth Castle,8285,UK man-made landmarks
6229,Perth and Kinross,114,UK counties
899,Mars,141,classical myths: gods and heroes
8869,Poseidon / Neptune,141,classical myths: gods and heroes
11436,"royalty: George III, Golden Jubilee, 1810",38,politics and society
1866,twisting,92,actions: postures and motions
7732,"George III, King",102,named individuals
11435,Four Cardinal Virtues,133,Judaeo-Christian imagery
1978,trident,90,weapons
13594,"Saumur, Pont Cessart",107,"cities, towns, villages (non-UK)"
7128,"Italy, Campagna di Roma",108,countries and continents
9139,Fife,114,UK counties
11453,North Queensferry,115,"UK cities, towns and villages"
6649,deck,161,transport: water
2354,mast,161,transport: water
13113,"ship, warship, 'HMS Bellerophon'",161,transport: water
1721,French,183,nationality
647,isolation,31,emotions and human qualities
13973,"politics: Napoleon, exile, 1815",38,politics and society
13119,"Bertrann, General",102,named individuals
13118,"Lallemand, General",102,named individuals
13116,"Las Cases, Count",102,named individuals
13115,"Montholon, General",102,named individuals
5978,Napoleon,102,named individuals
13114,"Planat, Colonel",102,named individuals
13117,"Savary, General",102,named individuals
7480,telescope,172,scientific and measuring
7329,emperor,869,royalty and social rank
5821,wave,76,water: inland
6301,aqueduct,15,bridges and viaducts
549,drinking,48,eating and drinking
2838,haystack,79,"agriculture, gardening & fishing"
2807,party,52,recreational activities
688,farm labourer,117,agriculture and fishing
17847,celebration,53,music and entertainment
5598,fair,53,music and entertainment
18323,"Larousse, Illustrated Encyclopedic Dictionary",58,literature (not Shakespeare)
4636,vulture,62,animals: birds
16253,government building,24,public and municipal
4702,aristocrat,869,royalty and social rank
2895,"Astley, Anna Maria",102,named individuals
2896,"Astley, Edward",102,named individuals
1957,name of sitter,166,inscriptions
6905,brother,6904,family
6912,sister,6904,family
941,playing,52,recreational activities
5208,compassion,31,emotions and human qualities
662,homelessness,156,health and welfare
665,Hertfordshire,114,UK counties
