childId,childName,parentId,parentName
4960,court,44,public and municipal
4961,trial,147,crime and punishment
12886,Calder Abbey,8285,UK man-made landmarks
3373,"fruit, cherry",286,food and drink
2024,bow,90,weapons
4564,torch,85,heating and lighting
4407,demon,138,magic and occultism
2299,ghost,138,magic and occultism
667,Holy Communion,133,Judaeo-Christian imagery
13553,peace,30,universal concepts
9580,Burg Sterrenberg,8407,man-made landmarks (non-UK)
9582,The Brothers,8407,man-made landmarks (non-UK)
5971,gloxinia,72,plants and flowers
12280,Askrigg - non-specific,115,"UK cities, towns and villages"
9248,Semer Water,112,UK natural features
19463,"book, Wittkower, Rudolf, 'Sculpture Processes and Principles'",174,"reading, writing, printed matter"
7356,Mount Etna,111,natural features (non-UK)
9527,"Morandi, Giorgio",102,named individuals
14365,"Jones, Elizabeth, Lady",102,named individuals
14366,"Kildare, Elizabeth, Countess of",102,named individuals
3911,orange,1809,trees
4154,brooch,88,clothing and personal effects
15169,Königstein,111,natural features (non-UK)
14445,Painswick Beacon,112,UK natural features
10998,Kaub,107,"cities, towns, villages (non-UK)"
10101,"Roberts, Frederick Sleigh, 1st Earl",102,named individuals
5754,boatyard,19,industrial
26820,"Italy, Marche",108,countries and continents
6463,Minotaur,142,classical myths: creatures
7064,cannibalism,6927,lifestyle and culture
11258,flesh,93,body
19006,"exhibition: 'Joseph Beuys, Multiples' Galerie Ilverich, Meersbusch, 1981",18725,arts
18766,"Meersbuch, Ilverich",107,"cities, towns, villages (non-UK)"
6948,Cape Finisterre,111,natural features (non-UK)
6946,"Austrian Succession, War, 1740-48",35,military
6945,"Cape Finisterre, Anson's action, 3 May 1747",35,military
13073,Masham - non-specific,115,"UK cities, towns and villages"
12592,gluttony,31,emotions and human qualities
7502,"Inveraray, Inveraray Castle",115,"UK cities, towns and villages"
2668,Epsom,115,"UK cities, towns and villages"
1265,River Stour,112,UK natural features
3427,swallow,62,animals: birds
13841,Ala,107,"cities, towns, villages (non-UK)"
16719,"Geneva, Quai du Mont Blanc",107,"cities, towns, villages (non-UK)"
16720,Mont Salève,111,natural features (non-UK)
7897,Aosta - non-specific,107,"cities, towns, villages (non-UK)"
14141,Savona,107,"cities, towns, villages (non-UK)"
2814,"gun, handgun",90,weapons
10006,Ponte Salario,8407,man-made landmarks (non-UK)
14092,Gulf of Genoa,111,natural features (non-UK)
7623,River Isère,111,natural features (non-UK)
8872,Goldau,107,"cities, towns, villages (non-UK)"
14432,"Pimlico, Bessborough Street",9301,UK London
2342,mental illness,178,diseases and conditions
13683,chaos,30,universal concepts
4624,Locmiquel,107,"cities, towns, villages (non-UK)"
3472,"France, Brittany",108,countries and continents
11462,Dumbarton Rock,112,UK natural features
10164,Isle of Skye,112,UK natural features
9269,"Dunbartonshire, West",114,UK counties
15035,death - angel,164,birth to death
682,brothel,43,places of entertainment
4688,"Paris, Montparnasse, Le Sphinx",107,"cities, towns, villages (non-UK)"
15080,Hausstein,8407,man-made landmarks (non-UK)
15078,Strudel,111,natural features (non-UK)
15079,Wirbel,111,natural features (non-UK)
3785,oar,161,transport: water
7952,"Llanstephan, Llanstephan Castle",115,"UK cities, towns and villages"
5662,kiln,19,industrial
5729,Ramsgate - non-specific,115,"UK cities, towns and villages"
4304,Hastings - non-specific,115,"UK cities, towns and villages"
7475,Abergavenny - non-specific,115,"UK cities, towns and villages"
7920,"France, Savoy",108,countries and continents
15207,Spreekanal,111,natural features (non-UK)
11560,Baveno,107,"cities, towns, villages (non-UK)"
11569,Old Sarum,8285,UK man-made landmarks
19534,Zennor Quoit,8285,UK man-made landmarks
10488,Stock Gill,112,UK natural features
5335,Ambleside,115,"UK cities, towns and villages"
14658,Buchau,107,"cities, towns, villages (non-UK)"
19658,coffin,169,religious and ceremonial
10020,"instrument, brass",80,fine arts and music
2069,"instrument, clarinet",80,fine arts and music
11592,"instrument, cymbal",80,fine arts and music
1280,"instrument, flute",80,fine arts and music
9513,"instrument, saxophone",80,fine arts and music
15909,"instrument, trombone",80,fine arts and music
10022,band,53,music and entertainment
12666,"Benson, M.",102,named individuals
15782,"Drummond, M.",102,named individuals
13663,Sedan,107,"cities, towns, villages (non-UK)"
26552,Middleham,115,"UK cities, towns and villages"
13977,Tintagel Head,112,UK natural features
18525,"Rideal, Liz",102,named individuals
3297,key,83,domestic
5823,"Cockermouth, Cockermouth Castle",115,"UK cities, towns and villages"
10339,Burg Metternich,8407,man-made landmarks (non-UK)
13022,poetry,6927,lifestyle and culture
18459,Glenkiln Sculpture Park,8285,UK man-made landmarks
16298,"Vienna, United Nations Organization building",107,"cities, towns, villages (non-UK)"
5945,"society: Walhalla temple, opening, 1842",38,politics and society
9278,"instrument, tambourine",80,fine arts and music
5946,"Regensburg, Walhalla",107,"cities, towns, villages (non-UK)"
9935,Himalayas,111,natural features (non-UK)
8937,Isle of Staffa,112,UK natural features
4791,"Kensington, Kensington Gardens",9301,UK London
14157,"Bayeux, Bayeux Cathedral",107,"cities, towns, villages (non-UK)"
5019,Boscastle,115,"UK cities, towns and villages"
9402,starflower,72,plants and flowers
16508,"Scott, Walter, Sir, 'The Provincial Antiquities of Scotland'",58,literature (not Shakespeare)
6191,pride,31,emotions and human qualities
2922,fox,67,animals: mammals
1857,hospital,24,public and municipal
1858,"Greenwich, Royal Naval Hospital",9301,UK London
17099,"Ross, Alan and Minton, John, 'Time was away'",58,literature (not Shakespeare)
13660,"France, Corsica",108,countries and continents
17097,Corte,107,"cities, towns, villages (non-UK)"
904,Flood,135,Bible: Old Testament
479,veil,88,clothing and personal effects
4460,Falstaff,716,characters
4162,Mistress Page,716,characters
4475,'The Merry Wives of Windsor',59,Shakespeare
15312,missile base,20,military
15314,impotence,178,diseases and conditions
15315,male impotence - disused missile base,848,gender
15313,male sexual organs - sword,848,gender
19300,"exhibition: 'das xx. jahrhundert ein jahrhundert kunst in deutschland', Nationalgalerie Berlin, 1999-2000",18725,arts
19301,"Berlin, Altes Museum",107,"cities, towns, villages (non-UK)"
19145,"Berlin, Hamburger Bahnhof, Museum of Contemporary Art",107,"cities, towns, villages (non-UK)"
19302,"Berlin, Kunstbibliothek",107,"cities, towns, villages (non-UK)"
19303,"Berlin, Kunstgewerbemuseum",107,"cities, towns, villages (non-UK)"
19304,"Berlin, Kupferstichkabinett",107,"cities, towns, villages (non-UK)"
19232,"Berlin, Potsdamer Strasse 50, Neue National Gallery",107,"cities, towns, villages (non-UK)"
19305,"berlin, Stadtraum Berlin,",107,"cities, towns, villages (non-UK)"
1459,chest,82,furnishings
5798,"Tynemouth, Tynemouth Priory",115,"UK cities, towns and villages"
4774,priory,25,religious
28970,Gondo Ravine,111,natural features (non-UK)
28971,Ponte Alto,8407,man-made landmarks (non-UK)
15423,"Hogarth, William, 'A Rake's Progress'",10639,"fine art and design, named works"
15425,"Dreisler, Theodore",58,literature (not Shakespeare)
14949,hyacinth,72,plants and flowers
15999,dressage,54,sport
13127,Andance,107,"cities, towns, villages (non-UK)"
12946,"Augsburg, Maximilianstrasse",107,"cities, towns, villages (non-UK)"
14675,"Augsburg, Perlachturm",107,"cities, towns, villages (non-UK)"
13459,"Rome, Porto di Ripa Grande",107,"cities, towns, villages (non-UK)"
26842,Abbazia di San Cassiano,8407,man-made landmarks (non-UK)
2529,Last Judgement,133,Judaeo-Christian imagery
13399,ornament,82,furnishings
6739,dynamism,6729,formal qualities
3081,fireman,130,public service
7238,"Oxford Street, The Pantheon",9301,UK London
6204,fire engine,160,transport: land
11343,"Northampton, All Saints' Church",115,"UK cities, towns and villages"
7631,Northamptonshire,114,UK counties
8369,Blair Atholl,115,"UK cities, towns and villages"
8370,River Garry,112,UK natural features
7851,"Canterbury, Canterbury Cathedral",115,"UK cities, towns and villages"
8933,River Nidd,112,UK natural features
6314,rosary,169,religious and ceremonial
12861,"Edinburgh, Grass Market",115,"UK cities, towns and villages"
13279,red bream,65,animals: fish and aquatic life
4713,"Chelsea, Cheyne Walk",9301,UK London
1718,college,24,public and municipal
9878,Val de Chamonix,111,natural features (non-UK)
7978,Dartmouth - non-specific,115,"UK cities, towns and villages"
9034,River Calder,112,UK natural features
6780,subconscious,31,emotions and human qualities
14080,River Lesse,111,natural features (non-UK)
3979,visor,88,clothing and personal effects
3984,rock drill,86,tools and machinery
6620,Montreuil,107,"cities, towns, villages (non-UK)"
8558,"Flanagan, Samantha",102,named individuals
1743,pedlar,180,trading and commercial
13211,sweet,286,food and drink
11574,Carsluith,115,"UK cities, towns and villages"
17168,"'Raphael', sculpture",10639,"fine art and design, named works"
17167,"Raphael, fresco, 'Jurisprudence'",10639,"fine art and design, named works"
11748,"Launceston, Launceston Castle",115,"UK cities, towns and villages"
3185,seduction,157,sex and relationships
10132,Lolita,716,characters
10135,"Nabokov, Vladimir, 'Lolita'",58,literature (not Shakespeare)
8813,Caudebec - non-specific,107,"cities, towns, villages (non-UK)"
3644,"Cornwallis, Elizabeth",102,named individuals
3643,"Kytson, Lady",102,named individuals
7965,Lewes - non-specific,115,"UK cities, towns and villages"
9169,"Falmouth, Pendennis Castle",115,"UK cities, towns and villages"
16174,"St Mawes, St Mawes Castle",115,"UK cities, towns and villages"
16370,Carrick Roads,112,UK natural features
12340,"book, Lewis, Wyndham, 'The Caliph's Design'",174,"reading, writing, printed matter"
12235,Lorelei,111,natural features (non-UK)
15209,River Alte Oder,111,natural features (non-UK)
17214,Algiers,107,"cities, towns, villages (non-UK)"
2988,dancer,118,arts and entertainment
6672,Algeria,108,countries and continents
4037,prudence - cameo,163,emotional states and conditions
16236,wealth,30,universal concepts
7004,"Vienna, Johann Strauss Theatre",107,"cities, towns, villages (non-UK)"
28410,"Rome, SS. Celsi e Giuliano",107,"cities, towns, villages (non-UK)"
26109,Maudlin,115,"UK cities, towns and villages"
4620,bear,67,animals: mammals
10233,"Acts, chapter 9",134,Bible: New Testament
1384,Limbo,110,"mythical, religious, fictional"
1366,Ovid,102,named individuals
1367,five senses - five poets,1030,abstract concepts
2741,Limbo,133,Judaeo-Christian imagery
14618,River Waal,111,natural features (non-UK)
13071,Hackfall,112,UK natural features
9080,Lowestoft,115,"UK cities, towns and villages"
11620,Peterhead,115,"UK cities, towns and villages"
3336,Aberdeenshire,114,UK counties
18540,Meyer family,101,named families
18541,"Meyer, Carl, Mrs",102,named individuals
1889,collar,88,clothing and personal effects
101,named families,91,people
13456,"Rome, San Paolo Fuori le Mura",107,"cities, towns, villages (non-UK)"
15586,Dutch text,166,inscriptions
13656,"Charleville-Mézières, Pont de Pierre",107,"cities, towns, villages (non-UK)"
15001,"Paris, Rue Poissy",107,"cities, towns, villages (non-UK)"
6879,Carlton House,9301,UK London
2418,St James's Park,9301,UK London
3036,Persia,152,dress: nations/regions
15850,"Southwark, Albany Estate",9301,UK London
11843,"Chaucer, Geoffrey, 'Canterbury Tales: The Pardoner's Tale'",58,literature (not Shakespeare)
2937,peers' robes,151,dress: ceremonial/royal
11252,hangar,19,industrial
8620,balloon,159,transport: air
9272,Allan Water,112,UK natural features
19521,"Greenwich, Greenwich Park",9301,UK London
4001,horn,64,animals: features
13919,Donaustauf,107,"cities, towns, villages (non-UK)"
13920,"Regensburg, St Salvator",107,"cities, towns, villages (non-UK)"
14045,Trittenheim,107,"cities, towns, villages (non-UK)"
5097,bull ring,23,places of entertainment
13134,Arles,107,"cities, towns, villages (non-UK)"
13773,"Plymouth, Stonehouse Bridge",115,"UK cities, towns and villages"
15911,"Poussin, Nicolas,painting, 'A Bacchanalian Revel before a Term of Pan'",10639,"fine art and design, named works"
14837,Bacchanalia,181,"classical myths: events, themes"
25930,"Egremont, Egremont Castle",115,"UK cities, towns and villages"
25931,River Ehen,112,UK natural features
27185,"Rome, Ponte Sisto",107,"cities, towns, villages (non-UK)"
8295,"Rome, Villa Barberini",107,"cities, towns, villages (non-UK)"
7532,Killin,115,"UK cities, towns and villages"
3275,Walberswick,115,"UK cities, towns and villages"
12390,dollar sign,166,inscriptions
11395,Brinkburn Priory,8285,UK man-made landmarks
5472,"Chilver, Elizabeth",102,named individuals
13051,official,130,public service
10733,"'Farnese Hercules', sculpture",10639,"fine art and design, named works"
10019,Walmer Castle,8285,UK man-made landmarks
3607,drawing water,119,domestic
6535,Don Juan,716,characters
6533,"Byron, George Gordon, Lord, 'Don Juan'",58,literature (not Shakespeare)
6534,"Shaw, George Bernard, 'Don Juan in Hell'",58,literature (not Shakespeare)
8313,Eddystone Lighthouse,8285,UK man-made landmarks
4802,Tower Bridge,9301,UK London
1754,"Bomberg, Diana",102,named individuals
10435,High Force,112,UK natural features
7315,"Rome, Villa Mellini",107,"cities, towns, villages (non-UK)"
24745,"van Ruysdael, painting, 'Burst of Sunshine'",10639,"fine art and design, named works"
13377,Maastricht - non-specific,107,"cities, towns, villages (non-UK)"
4582,shed,19,industrial
3655,bramble,72,plants and flowers
7822,Staines,115,"UK cities, towns and villages"
5873,metalworking,124,industrial and crafts
6241,foundry,46,workspaces
16862,"New York, Manhattan",107,"cities, towns, villages (non-UK)"
7552,entablature,17,features
6731,femme fatale,157,sex and relationships
17688,"Warhol, Andy, 'Pork'",58,literature (not Shakespeare)
7832,Ashtead,115,"UK cities, towns and villages"
12762,"Parsons, Arthur",102,named individuals
3856,"Edward III, King",102,named individuals
3867,"Pembroke, Earl of",102,named individuals
15684,"Richard II, King",102,named individuals
3862,"John of Gaunt, Duke of Lancaster",102,named individuals
15687,"Henry IV, King",102,named individuals
3864,"Thomas of Woodstock, Duke of Gloucester",102,named individuals
3861,"Warwick, Countess of",102,named individuals
15685,"Margaret, Princess",102,named individuals
3859,"de Bohun, Lady",102,named individuals
3857,"Perrers, Alice",102,named individuals
3865,Sir John Froissart,102,named individuals
2269,"Chaucer, Geoffrey",102,named individuals
3860,"Roet, Phillipa",102,named individuals
3863,"Edward, Prince of Wales, 'Black Prince'",102,named individuals
3866,"Oxford, Robert de Vere, Earl of",102,named individuals
3858,"Kent, Joan, Countess of, 'Fair Maid of Kent'",102,named individuals
15686,"Froissart, Jean",102,named individuals
3855,"Chaucer, Geoffrey, 'Legend of Custance'",58,literature (not Shakespeare)
1436,cardinal,120,religious
820,jester,118,arts and entertainment
13760,"Gonzalez, Lola",102,named individuals
11776,"Pompeii, Street of Tombs",107,"cities, towns, villages (non-UK)"
12020,Grasmere,112,UK natural features
12019,Rydal Water,112,UK natural features
553,flirtation,157,sex and relationships
3433,"Sterne, Laurence, 'Tristram Shandy'",58,literature (not Shakespeare)
9677,sentry box,20,military
1970,handkerchief,88,clothing and personal effects
3716,crushed,178,diseases and conditions
13014,serving dish,84,kitchen
22768,"Staffordshire Ware, pottery",10639,"fine art and design, named works"
13133,Marseille,107,"cities, towns, villages (non-UK)"
5113,birch,1809,trees
17360,disillusionment,31,emotions and human qualities
19634,Mozambique,108,countries and continents
22028,"Lumumba, Patrice",102,named individuals
19635,"Beira, Grande Hotel",107,"cities, towns, villages (non-UK)"
1062,crutch,171,medical
3700,hospital,44,public and municipal
4710,gambling,52,recreational activities
6757,avarice,31,emotions and human qualities
10503,"Rogers, Samuel, 'Pleasures of Memory'",58,literature (not Shakespeare)
10505,swing,52,recreational activities
10504,swing,285,sports and games
6681,ballet,53,music and entertainment
4761,Cyrillic text,166,inscriptions
4608,playing card,285,sports and games
9532,tarot,138,magic and occultism
10156,tarot card,169,religious and ceremonial
7648,Italian text,166,inscriptions
15097,Hollenburg,107,"cities, towns, villages (non-UK)"
15246,Krems,107,"cities, towns, villages (non-UK)"
15215,Abbey of Göttweig,8407,man-made landmarks (non-UK)
14095,Cora Linn,112,UK natural features
3188,missile,90,weapons
13203,croquet,54,sport
1935,Bluebeard,57,"tales, legends and traditional"
1762,midday,75,times of the day
693,clover,72,plants and flowers
12807,"Kew, Royal Botanic Gardens",9301,UK London
9213,Rhodes,107,"cities, towns, villages (non-UK)"
9214,"Greece, Rhodes",108,countries and continents
1746,minaret,17,features
15528,Doune Castle,8285,UK man-made landmarks
15527,River Teith,112,UK natural features
7518,Ben A'an,112,UK natural features
7519,Ben More,112,UK natural features
10521,fossil,64,animals: features
8226,"Paris, Hôtel de Ville",107,"cities, towns, villages (non-UK)"
5565,wheelchair,171,medical
2991,frost,77,weather
2733,Adelphi Terrace,9301,UK London
2728,Waterloo Bridge,9301,UK London
2730,"Whitehall Yard, Whitehall Stairs",9301,UK London
2735,"society: Waterloo Bridge, opening, 18 Jun 1817",38,politics and society
2734,"George IV, King / Prince Regent",102,named individuals
13376,Visé,107,"cities, towns, villages (non-UK)"
6724,childhood,146,birth to death
18566,"Grimm, The Brothers, 'Hansel and Gretel'",58,literature (not Shakespeare)
9458,tightrope,285,sports and games
9459,trapeze,285,sports and games
3012,acrobat,118,arts and entertainment
3010,circus,53,music and entertainment
9887,River Aare,111,natural features (non-UK)
13814,Brunig,107,"cities, towns, villages (non-UK)"
1835,shopkeeper,180,trading and commercial
15949,fish and chips,286,food and drink
26551,"West Tanfield, Marmion Tower",115,"UK cities, towns and villages"
11123,"Lucas, Sarah, sculpture, 'Bunny'",10639,"fine art and design, named works"
11583,"Manchester, Greater",114,UK counties
12667,Bridgewater Canal,8285,UK man-made landmarks
6797,Creation,135,Bible: Old Testament
15788,waking,175,actions: processes and functions
28825,"Terracina, Ponte del Salvatore",107,"cities, towns, villages (non-UK)"
25603,"Turner, J.M.W., painting, 'The Decline of the Carthaginian Empire'",10639,"fine art and design, named works"
1276,harlequin,153,dress: fantasy/fancy
3600,commedia dell'arte,53,music and entertainment
11623,Philoctetes,141,classical myths: gods and heroes
11624,"Greece, Lemnos",108,countries and continents
11626,Lemnos,110,"mythical, religious, fictional"
4146,imp,138,magic and occultism
5044,"Piccadilly, Piccadilly Circus",9301,UK London
10732,"Gilbert, Sir Alfred, sculpture, 'Eros'",10639,"fine art and design, named works"
5387,poppy,72,plants and flowers
12972,footprint,93,body
6518,skin,93,body
9113,"Lulworth, Lulworth Castle",115,"UK cities, towns and villages"
5294,smock,88,clothing and personal effects
3054,hallway,41,domestic
1372,"Cornforth, Fanny",102,named individuals
16829,lecture,149,"education, science and learning"
2508,"Leviticus, chapter 24",135,Bible: Old Testament
2510,blasphemy,133,Judaeo-Christian imagery
5088,"Crabbe, George, 'Peter Grimes'",58,literature (not Shakespeare)
15757,"opera: Britten, Benjamin, 'Peter Grimes'",10058,"film, music and ballet"
12301,"Hicks, Edward, painting, 'The Peaceable Kingdom'",10639,"fine art and design, named works"
3521,sleeping,61,animals: actions
15803,Italy,152,dress: nations/regions
9886,Thun,107,"cities, towns, villages (non-UK)"
10317,"Trier, Porta Nigra",107,"cities, towns, villages (non-UK)"
17726,"Namuth, Hans, photograph, 'Andy Warhol'",10639,"fine art and design, named works"
18854,"exhibition: 'Andy Warhol', Leo Castelli Gallery, New York, 1982",18725,arts
7960,Holy Island,112,UK natural features
4967,Harlech - non-specific,115,"UK cities, towns and villages"
13220,Neuwied,107,"cities, towns, villages (non-UK)"
8858,"Shrewsbury, Shrewsbury Town Hall",115,"UK cities, towns and villages"
8643,St Angela,136,Saints
8642,St Helena,136,Saints
3372,Bible,169,religious and ceremonial
13482,rosette,169,religious and ceremonial
13348,"David, Jacques-Louis, painting, 'Death of Marat'",10639,"fine art and design, named works"
13332,"Marat, Jean-Paul",102,named individuals
13484,"death: Jean-Paul Marat, assassination, 13 Jul 1793",38,politics and society
13483,"revolution: French Revolution, 1789-99",38,politics and society
11532,"Beeston, Beeston Castle",115,"UK cities, towns and villages"
10926,idol,5731,universal religious imagery
14597,"Prague, Little Quarter",107,"cities, towns, villages (non-UK)"
1273,carnival,53,music and entertainment
7627,"Rome, Corso",107,"cities, towns, villages (non-UK)"
2188,Arcadia,110,"mythical, religious, fictional"
7688,nomad,6927,lifestyle and culture
28464,"Naples, Mergellina",107,"cities, towns, villages (non-UK)"
9111,River Teme,112,UK natural features
9678,aspen,1809,trees
15948,pilgrimage - shell,165,religious
12268,"Rotterdam, St Lawrence's Cathedral",107,"cities, towns, villages (non-UK)"
3683,Avignon - non-specific,107,"cities, towns, villages (non-UK)"
8277,Bowder Stone,112,UK natural features
13880,"Edinburgh, Assembly Rooms",115,"UK cities, towns and villages"
9892,ballroom,43,places of entertainment
17297,"Westminster, St James's Street 28",9301,UK London
13265,club,23,places of entertainment
18292,figurehead,161,transport: water
17766,"Koons, Jeff",102,named individuals
17767,"Staller, Illona, 'La Cicciolina'",102,named individuals
18019,"sculpture, Baroque",80,fine arts and music
13872,"ship, sailing, 'Royal George'",161,transport: water
25611,Norman,22,periods and styles
10961,"Lympne, Lympne Castle",115,"UK cities, towns and villages"
25640,"Lympne, St Stephen's Church",115,"UK cities, towns and villages"
12001,Scafell Pike,112,UK natural features
13947,Fumay,107,"cities, towns, villages (non-UK)"
13944,Vireux,107,"cities, towns, villages (non-UK)"
13045,"Rose, Frances",102,named individuals
3167,"Luke, chapter 2",134,Bible: New Testament
15402,"France, Jura",108,countries and continents
15401,Friesz,102,named individuals
8394,"Peterborough, Peterborough Cathedral",115,"UK cities, towns and villages"
1647,Cambridgeshire,114,UK counties
4128,civilisation,158,social comment
13711,philosopher,121,educational and scientific
7979,"Dartmouth, Dartmouth Castle",115,"UK cities, towns and villages"
16280,"New York, Times Square",107,"cities, towns, villages (non-UK)"
10138,"Murray, Tony",102,named individuals
14338,pot,84,kitchen
18062,"New York, Lincoln Center",107,"cities, towns, villages (non-UK)"
8541,ticket,174,"reading, writing, printed matter"
15117,Enkirch,107,"cities, towns, villages (non-UK)"
5648,"Irving, Washington, 'The Pride of the Village'",58,literature (not Shakespeare)
5649,spinning wheel,86,tools and machinery
17876,"Woodman, Francesca",102,named individuals
16886,"Lanark, Little Sparta",115,"UK cities, towns and villages"
8422,knitting,51,art and craft
18186,Wye Valley,112,UK natural features
9904,Bay of Baiae,111,natural features (non-UK)
1981,blackboard,174,"reading, writing, printed matter"
10448,panther,67,animals: mammals
9957,Weathercote Cave,112,UK natural features
23141,"Venice, Calle dei Frati",107,"cities, towns, villages (non-UK)"
15844,Giuseppina,102,named individuals
5574,"dell'Acqua, Carolina",102,named individuals
4087,Apollo,141,classical myths: gods and heroes
7596,Devil's Bridge,115,"UK cities, towns and villages"
508,Cardiganshire,114,UK counties
3771,viaduct,15,bridges and viaducts
10475,"Gray, Thomas - non-specific",58,literature (not Shakespeare)
12732,St Elizabeth of Hungary,136,Saints
6902,devotion,31,emotions and human qualities
15047,"Graz, Schlossberg",107,"cities, towns, villages (non-UK)"
15048,River Mur,111,natural features (non-UK)
2636,"Hampstead, The Grove",9301,UK London
3366,"dog, greyhound",67,animals: mammals
10996,River Saône,111,natural features (non-UK)
11323,Chalon-Sur-Saône,107,"cities, towns, villages (non-UK)"
14043,Ensch,107,"cities, towns, villages (non-UK)"
14044,Klüsserath,107,"cities, towns, villages (non-UK)"
4319,Elizabethan,22,periods and styles
13069,Fountains Hall,8285,UK man-made landmarks
16746,"Vancouver, Strathcona",107,"cities, towns, villages (non-UK)"
6227,lily of the valley,72,plants and flowers
28872,River Volturno,111,natural features (non-UK)
1245,Sussex - non-specific,114,UK counties
9466,ice cream,286,food and drink
13196,Hadrian's Wall,8285,UK man-made landmarks
1899,ceremonial rattle,169,religious and ceremonial
1900,ceremonial trident,169,religious and ceremonial
15265,"Copenhagen, Charlottenborg Palace",107,"cities, towns, villages (non-UK)"
15264,"Copenhagen, Kongens Nytorv",107,"cities, towns, villages (non-UK)"
15229,Hamburg - non-specific,107,"cities, towns, villages (non-UK)"
8886,"Blois, Château de Blois",107,"cities, towns, villages (non-UK)"
7079,River Tweed,112,UK natural features
18108,"South Orange, Seton Hall University",107,"cities, towns, villages (non-UK)"
17914,"USA, New Jersey",108,countries and continents
18827,"exhibition: 'Andy Warhol', Seton Hall University, South Orange, 1982",18725,arts
3118,snail,66,animals: insects & lower animals
7912,"politics: Czechoslovakia, British non-intervention, 1938",38,politics and society
4848,cycling,52,recreational activities
4850,Gravesend,115,"UK cities, towns and villages"
25911,River Gade,112,UK natural features
9958,Cassiobury Park,8285,UK man-made landmarks
3352,tea party,48,eating and drinking
9215,"Twickenham, Pope's Villa",9301,UK London
21223,admiration,31,emotions and human qualities
2542,planet,69,astronomy
19509,"Coker, Peter, painting, 'Table and Chair'",10639,"fine art and design, named works"
9115,Lulworth Cove,112,UK natural features
9296,"Kidwelly, Kidwelly Castle",115,"UK cities, towns and villages"
9850,"Kidwelly, St Mary's Priory and Parish Church",115,"UK cities, towns and villages"
10071,ski lift,160,transport: land
10073,snow boarding,54,sport
19638,Congolese,183,nationality
19636,Kinshasa,107,"cities, towns, villages (non-UK)"
19639,bodyguard,180,trading and commercial
19637,"Bemba, Jean-Pierre",102,named individuals
8530,Democratic Republic of Congo,108,countries and continents
19640,"politics: Democratic Republic of Congo, transitional government, 2003-2006",38,politics and society
12443,political power,155,government and politics
3005,collapse,178,diseases and conditions
13865,"Verona, Castelvecchio",107,"cities, towns, villages (non-UK)"
11800,"Verona, Ponte Scaligero",107,"cities, towns, villages (non-UK)"
16860,footballer,123,equestrian and sporting
17090,"Mercer, J.",102,named individuals
17087,"Gouldon, L.",102,named individuals
17082,"Baxter, Robert",102,named individuals
17083,"McCulloch, David",102,named individuals
17092,"Glover, G.M.",102,named individuals
17091,"Smith, Sep",102,named individuals
17088,"Vose, George",102,named individuals
17089,"McNab, Alexander",102,named individuals
17086,"Graham, T.",102,named individuals
17085,"Dawson, Jerry",102,named individuals
17084,"Hall, G.W.",102,named individuals
12577,childhood - doll,164,birth to death
4188,Hera / Juno - goose,670,mythological
8061,virginity - enclosed garden,163,emotional states and conditions
4181,engagement,157,sex and relationships
4185,Ditchling,115,"UK cities, towns and villages"
4179,"Gill, Petra",102,named individuals
4180,"Jones, David",102,named individuals
14105,Campsie Fells,112,UK natural features
11534,Ulverston,115,"UK cities, towns and villages"
8938,"Tours, Place de la Tranchée",107,"cities, towns, villages (non-UK)"
8792,"Tours, Pont de Tours",107,"cities, towns, villages (non-UK)"
25646,"Winchelsea, New Gate",115,"UK cities, towns and villages"
5874,mechanic,124,industrial and crafts
9469,bomb,90,weapons
18209,"magazine, 'Elle'",174,"reading, writing, printed matter"
1840,shop,44,public and municipal
17501,door mat,82,furnishings
10113,thimble,83,domestic
8767,"Varades, Château de la Madeleine",107,"cities, towns, villages (non-UK)"
13897,Rob Roy's Cave,112,UK natural features
2957,crown of thorns,169,religious and ceremonial
1780,resurrection,133,Judaeo-Christian imagery
5744,prophecy,5731,universal religious imagery
12157,dice,52,recreational activities
2534,grave,28,"townscapes, man-made features"
689,Judas Iscariot,134,Bible: New Testament
2546,"Matthew, chapter 24",134,Bible: New Testament
2513,"Matthew, chapter 25",134,Bible: New Testament
5942,"Matthew, chapter 27",134,Bible: New Testament
2547,Pontius Pilate,134,Bible: New Testament
3964,rays,70,natural phenomena
9310,"Knaresborough, Knaresborough Castle",115,"UK cities, towns and villages"
4324,"Putney, Windham College",107,"cities, towns, villages (non-UK)"
7707,geography,149,"education, science and learning"
4580,Leda,141,classical myths: gods and heroes
15101,Kreuzenstein Castle,8407,man-made landmarks (non-UK)
9632,Coquet Island,112,UK natural features
9101,time - old man,1030,abstract concepts
10509,"Hals, Burg Hals",107,"cities, towns, villages (non-UK)"
10106,"Rhodes, Cecil John",102,named individuals
698,"politician, prime minister",130,public service
12088,dentist,127,medical
12117,"politics: America, Declaration of Independence, 1776",38,politics and society
16130,"politics: Boston Massacre, 1770",38,politics and society
8463,clown,118,arts and entertainment
4510,circus,43,places of entertainment
7146,garter,88,clothing and personal effects
26482,Tintagel - non-specific,115,"UK cities, towns and villages"
15230,nightingale,62,animals: birds
12502,love - angel,163,emotional states and conditions
3654,"Chaucer, Geoffrey, 'The Romaunt of the Rose'",58,literature (not Shakespeare)
7585,river bed,76,water: inland
7583,Laufenburg,107,"cities, towns, villages (non-UK)"
