id,material
46513,"on paper, unique Graphite on paper"
48910,"on paper, unique"
54800,"on paper, unique"
50006,"on paper, unique Watercolour and bodycolour on paper"
52403,"on paper, unique Chalk and graphite on paper"
47977,"on paper, unique Graphite on paper"
48077,"on paper, unique Graphite on paper"
53867,"on paper, unique Graphite on paper"
37290,"on paper, unique Graphite on paper"
27447,"on paper, unique Graphite and watercolour on paper"
121725,"on paper, print 10 sheets of printed paper, paper cover and detachable plastic grip"
44115,"on paper, unique Graphite on paper"
5950,"on paper, unique Charcoal on paper"
46514,"on paper, unique Graphite on paper"
52404,"on paper, unique Graphite on paper"
50005,"on paper, unique Gouache and watercolour on paper"
47978,"on paper, unique Graphite on paper"
45579,"on paper, unique Graphite on paper"
48076,"on paper, unique Graphite on paper"
53868,"on paper, unique Graphite on paper"
27446,"on paper, unique Graphite on paper"
51469,"on paper, unique Graphite on paper"
6050,sculpture Irish marble on oak base
5951,"painting Oil paint and photographs, black and white, on paper on board"
44118,"on paper, unique"
46511,"on paper, unique Graphite on paper"
52401,"on paper, unique Chalk and graphite on paper"
27445,"on paper, unique Graphite on paper"
19158,"on paper, print Etching and aquatint on paper"
24949,"on paper, unique Graphite on paper"
50008,"on paper, unique Gouache and watercolour on paper"
48075,"on paper, unique Graphite on paper"
47975,"on paper, unique Graphite on paper"
25048,"on paper, unique Graphite on paper"
37292,"on paper, unique Graphite on paper"
53865,"on paper, unique Graphite on paper"
5952,painting Oil and photograph on board
19159,"on paper, print Etching and aquatint on paper"
6051,sculpture Ancaster stone on beechwood base
44117,"on paper, unique Graphite on paper"
27444,"on paper, unique Graphite on paper"
46512,"on paper, unique Graphite on paper"
52402,"on paper, unique Chalk and graphite on paper"
50007,"on paper, unique Gouache and watercolour on paper"
47976,"on paper, unique Graphite on paper"
48074,"on paper, unique Graphite on paper"
25049,"on paper, unique Graphite on paper"
37291,"on paper, unique"
53866,"on paper, unique Graphite on paper"
121726,"on paper, print 13 sheets of printed paper, paper and plastic cover and detachable plastic grip"
5953,Photographs on paper on harcboard
49013,"on paper, unique Graphite on paper"
25046,"on paper, unique Graphite on paper"
50002,"on paper, unique Bodycolour and watercolour on paper"
48914,"on paper, unique"
27443,"on paper, unique Graphite on paper"
32392,"on paper, unique Chalk on paper"
1151,"on paper, unique Watercolour on paper"
24947,"on paper, unique Graphite on paper"
46517,"on paper, unique Graphite on paper"
56360,"on paper, unique Graphite on paper"
53863,"on paper, unique Graphite on paper"
51466,"on paper, unique Graphite on paper"
29840,"on paper, unique Chalk and graphite on paper"
52400,"on paper, unique Graphite on paper"
49012,"on paper, unique Graphite on paper"
50001,"on paper, unique Gouache and watercolour on paper"
27442,"on paper, unique Graphite and watercolour on paper"
48913,"on paper, unique Graphite on paper"
25047,"on paper, unique Graphite on paper"
24948,"on paper, unique Graphite on paper"
30830,"on paper, unique Gouache and graphite on paper"
22549,"on paper, unique Graphite on paper"
32393,"on paper, unique Chalk on paper"
44119,"on paper, unique"
1152,"on paper, unique Ink and watercolour on paper"
46518,"on paper, unique Graphite on paper"
53864,"on paper, unique Graphite on paper"
51465,"on paper, unique Graphite on paper"
56361,"on paper, unique Graphite on paper"
29841,"on paper, unique"
46515,"on paper, unique Graphite on paper"
27441,"on paper, unique Graphite on paper"
25044,"on paper, unique Graphite on paper"
49011,"on paper, unique Graphite on paper"
24945,"on paper, unique Graphite on paper"
48912,"on paper, unique Graphite on paper"
50004,"on paper, unique Gouache and watercolour on paper"
32390,"on paper, unique Chalk on paper"
47979,"on paper, unique Graphite on paper"
48079,"on paper, unique Graphite on paper"
53861,"on paper, unique Graphite on paper"
51468,"on paper, unique Graphite on paper"
29842,"on paper, unique Chalk and graphite on paper"
27440,"on paper, unique Graphite on paper"
46516,"on paper, unique Graphite on paper"
48911,"on paper, unique"
25045,"on paper, unique Graphite on paper"
50003,"on paper, unique Watercolour and gouache on paper"
49010,"on paper, unique Graphite on paper"
1150,"on paper, unique Ink, watercolour and gouache on paper"
24946,"on paper, unique Graphite on paper"
69549,"on paper, unique Ink and graphite on paper"
32391,"on paper, unique Chalk on paper"
48078,"on paper, unique Graphite on paper"
53862,"on paper, unique Graphite on paper"
51467,"on paper, unique Graphite on paper"
29843,"on paper, unique Chalk and graphite on paper"
38230,"on paper, unique"
3552,"on paper, print Aquatint on paper"
29844,"on paper, unique"
11767,"on paper, print Lithograph on paper"
35734,"on paper, unique"
41612,"on paper, unique Graphite on paper"
43176,"on paper, unique Graphite on paper"
45572,"on paper, unique Graphite on paper"
1155,"on paper, unique Graphite on paper"
69548,"on paper, unique Ink on paper"
97092,"on paper, print Photograph, black and white, on paper"
37298,"on paper, unique Graphite on paper"
1156,"on paper, print Line-engraving on paper"
51462,"on paper, unique Graphite on paper"
39695,"on paper, unique Graphite on paper"
10302,painting Oil paint on canvas
96992,"on paper, print Blueprint on paper"
3551,"on paper, print Aquatint on paper"
11766,"on paper, print Etching and aquatint on paper"
29845,"on paper, unique Chalk and graphite on paper"
41613,"on paper, unique Graphite on paper"
35735,"on paper, unique Graphite on paper"
47970,"on paper, unique"
45571,"on paper, unique Graphite on paper"
69547,"on paper, unique Ink on paper"
53860,"on paper, unique Graphite on paper"
51461,"on paper, unique Graphite on paper"
97091,"on paper, print Photograph, black and white, on paper"
1157,"on paper, print Line-engraving on paper"
39696,"on paper, unique Graphite on paper"
10303,painting Oil paint on canvas
37297,"on paper, unique Graphite on paper"
43175,"on paper, unique Graphite on paper"
96993,"on paper, print Blueprint on paper"
3550,"on paper, print Aquatint on paper"
38232,"on paper, unique"
50000,"on paper, unique Watercolour and gouache on paper"
29846,"on paper, unique Chalk and graphite on paper"
11765,"on paper, print Lithograph on paper"
41614,"on paper, unique Graphite on paper"
87243,"on paper, unique Photograph, gelatin silver print on paper mounted onto board"
35736,"on paper, unique Graphite on paper"
43178,"on paper, unique Graphite on paper"
69546,"on paper, unique Watercolour and ink on paper"
1153,"on paper, unique Graphite, ink and watercolour on paper. Verso: graphite on paper"
39693,"on paper, unique Graphite on paper"
10300,painting Oil paint on canvas
97090,"on paper, print Photograph, black and white, on paper"
45574,"on paper, unique Graphite on paper"
51464,"on paper, unique Graphite on paper"
90638,"installation Video, 3 flat screens, colour and sound (stereo)"
44110,"on paper, unique Graphite on paper"
96990,"on paper, print Blueprint on paper"
41615,"on paper, unique Graphite on paper"
38231,"on paper, unique"
11764,"on paper, print Lithograph on paper"
87242,"on paper, unique Photograph, gelatin silver print on paper mounted onto board"
29847,"on paper, unique"
69545,"on paper, unique Ink and graphite on paper"
35737,"on paper, unique Graphite on paper"
43177,"on paper, unique Graphite on paper"
45573,"on paper, unique Graphite on paper"
1154,"on paper, unique Graphite on paper. Verso: graphite on paper"
39694,"on paper, unique Graphite on paper"
37299,"on paper, unique Graphite on paper"
51463,"on paper, unique Graphite on paper"
10301,painting Oil paint on canvas
90639,"sculpture Cedar wood, fabric and Perspex"
96991,"on paper, print Blueprint on paper"
29848,"on paper, unique Chalk and graphite on paper"
35730,"on paper, unique Graphite on paper"
41616,"on paper, unique Graphite on paper"
11763,"on paper, print Lithograph on paper"
87245,"on paper, unique Photograph, gelatin silver print on paper mounted onto board"
44112,"on paper, unique Graphite on paper"
69544,"on paper, unique Watercolour, ink and graphite on paper"
37294,"on paper, unique Graphite on paper"
45576,"on paper, unique Graphite on paper"
47973,"on paper, unique Graphite on paper"
121729,"on paper, print 3 sheets of printed paper, card cover and staple bound"
48073,"on paper, unique Graphite on paper"
3557,"on paper, print Aquatint on paper"
39691,"on paper, unique Graphite on paper"
11762,"on paper, print Lithograph on paper"
29849,"on paper, unique Chalk and graphite on paper"
41617,"on paper, unique Graphite on paper"
14260,"on paper, unique Screenprint and mixed media on paper"
35731,"on paper, unique Graphite on paper"
87244,"on paper, unique Photograph, gelatin silver print on paper mounted onto board"
44111,"on paper, unique Graphite on paper"
46510,"on paper, unique Graphite on paper"
43179,"on paper, unique Graphite on paper"
69543,"on paper, unique Graphite on paper"
39692,"on paper, unique Graphite on paper"
47974,"on paper, unique Graphite on paper"
45575,"on paper, unique Graphite on paper"
121728,"on paper, print 4 sheets of printed paper, paper cover and staple bound"
37293,"on paper, unique Graphite on paper"
48072,"on paper, unique Graphite on paper"
3556,"on paper, print Aquatint on paper"
87247,"on paper, unique Photograph, gelatin silver print on paper mounted onto board"
11761,"on paper, print Screenprint, etching and aquatint on paper"
41618,"on paper, unique Graphite on paper"
14261,"on paper, unique Screenprint on papers on screenprint on paper"
35732,"on paper, unique Graphite on paper"
44114,"on paper, unique Graphite on paper"
47971,"on paper, unique"
45578,"on paper, unique Graphite on paper"
1158,"on paper, print Line-engraving on paper"
51460,"on paper, unique Graphite on paper"
37296,"on paper, unique Graphite on paper"
69542,"on paper, unique Ink and watercolour on paper"
48071,"on paper, unique Graphite on paper"
27449,"on paper, unique Graphite on paper"
41619,"on paper, unique Graphite on paper"
3555,"on paper, print Aquatint on paper"
14262,"on paper, unique Screenprint and mixed media on paper"
87246,"on paper, unique Photograph, gelatin silver print on paper mounted onto board"
11760,"on paper, print Lithograph on paper"
3553,"on paper, print Aquatint on paper"
35733,"on paper, unique"
44113,"on paper, unique Graphite on paper"
1159,"on paper, print Line-engraving on paper"
69541,"on paper, unique Ink on paper"
47972,"on paper, unique Graphite on paper"
37295,"on paper, unique Graphite on paper"
45577,"on paper, unique Graphite on paper"
48070,"on paper, unique Graphite on paper"
27448,"on paper, unique Graphite on paper"
3554,"on paper, print Aquatint on paper"
39690,"on paper, unique Graphite on paper"
9418,sculpture Elm on plywood base
14263,"on paper, print Screenprint on paper"
33325,"on paper, unique Graphite on paper"
61273,"on paper, unique Chalk and graphite on paper"
38214,"on paper, unique Graphite on paper"
4517,sculpture Plaster
39679,"on paper, unique Graphite on paper"
35718,"on paper, unique"
56336,"on paper, unique Graphite on paper"
63678,"on paper, unique Graphite on paper"
34789,"on paper, unique Pen and ink on paper"
106108,"on paper, unique Chalk on paper"
88205,sculpture Reduced stoneware
64610,"on paper, unique Graphite on paper"
58732,"on paper, unique Graphite on paper"
40667,"on paper, unique"
16660,"on paper, print Line engraving on paper"
9417,painting Oil paint on canvas
33324,"on paper, unique Graphite on paper"
61272,"on paper, unique Graphite on paper"
14264,"on paper, print Screenprint on paper"
38213,"on paper, unique"
4516,sculpture Bronze
